sequence,object_type,object_category,primary_challenge,difficulty,condition,severity,conf_thr,retention,retention_anyclass,mean_iou,mean_conf,det_per_frame,ref_objects
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.15,0.0,0.0,0.0,0.0,0.022,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.2,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.25,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.3,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.35,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.4,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.45,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.5,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.55,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.6,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.65,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.7,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.75,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.8,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.85,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.9,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,gaussian_blur,12,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.05,1.0,1.0,1.0,0.527,45.374,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.1,1.0,1.0,1.0,0.527,27.44,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.15,1.0,1.0,1.0,0.527,20.857,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.2,1.0,1.0,1.0,0.527,17.484,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.25,1.0,1.0,1.0,0.527,15.264,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.3,0.8762,0.8762,1.0,0.5626,13.374,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.35,0.7423,0.7423,1.0,0.6057,11.33,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.4,0.6537,0.6537,1.0,0.6371,9.978,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.45,0.5868,0.5868,1.0,0.6613,8.956,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.5,0.5068,0.5068,1.0,0.691,7.736,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.55,0.4377,0.4377,1.0,0.7171,6.681,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.6,0.365,0.365,1.0,0.7452,5.571,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.65,0.3002,0.3002,1.0,0.7704,4.582,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.7,0.2361,0.2361,1.0,0.797,3.604,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.75,0.1821,0.1821,1.0,0.8183,2.78,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.8,0.108,0.108,1.0,0.8477,1.648,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.85,0.0482,0.0482,1.0,0.8758,0.736,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.9,0.0065,0.0065,1.0,0.9098,0.099,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.05,0.9978,0.9978,0.9703,0.5309,46.538,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.1,0.9971,0.9971,0.9703,0.5312,27.956,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.15,0.9964,0.9964,0.9703,0.5315,21.527,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.2,0.9921,0.9921,0.9704,0.533,18.165,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.25,0.9662,0.9669,0.9708,0.5412,15.692,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.3,0.8754,0.8762,0.9719,0.5686,13.549,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.35,0.7631,0.7631,0.9729,0.6043,11.725,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.4,0.6659,0.6659,0.9741,0.6378,10.209,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.45,0.5853,0.5853,0.9743,0.6673,8.967,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.5,0.504,0.504,0.975,0.6985,7.714,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.55,0.4377,0.4377,0.9771,0.7245,6.692,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.6,0.3801,0.3801,0.978,0.7472,5.802,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.65,0.3168,0.3168,0.9786,0.7718,4.835,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.7,0.2484,0.2484,0.9819,0.7985,3.791,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.75,0.1937,0.1937,0.9833,0.8197,2.956,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.8,0.1238,0.1238,0.9854,0.8453,1.89,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.85,0.0526,0.0526,0.9894,0.8762,0.802,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.9,0.0072,0.0072,0.9947,0.9101,0.11,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.05,0.9928,0.9935,0.9529,0.5313,47.791,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.1,0.987,0.9878,0.9537,0.534,28.758,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.15,0.9777,0.9798,0.9538,0.5379,22.077,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.2,0.969,0.9712,0.954,0.541,18.319,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.25,0.9352,0.9366,0.9545,0.5524,16.044,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.3,0.8618,0.8618,0.955,0.576,13.824,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.35,0.7552,0.7552,0.9563,0.6111,11.791,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.4,0.6566,0.6566,0.9568,0.6467,10.143,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.45,0.5745,0.5745,0.9574,0.6785,8.846,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.5,0.4996,0.4996,0.9582,0.7091,7.681,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.55,0.4492,0.4492,0.9601,0.7302,6.901,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.6,0.3924,0.3924,0.9613,0.7529,6.011,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.65,0.3348,0.3348,0.9625,0.7747,5.121,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.7,0.2664,0.2664,0.9675,0.8005,4.066,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.75,0.2095,0.2095,0.9724,0.8207,3.198,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.8,0.1325,0.1325,0.9778,0.8474,2.022,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.85,0.0583,0.0583,0.982,0.8762,0.89,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.9,0.0072,0.0072,0.991,0.9115,0.11,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.05,0.982,0.9863,0.9407,0.5308,47.582,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.1,0.9734,0.977,0.9408,0.5348,28.703,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.15,0.9618,0.964,0.9409,0.5397,21.747,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.2,0.9381,0.9402,0.9413,0.5489,18.132,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.25,0.8992,0.9021,0.9424,0.5629,15.681,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.3,0.8258,0.8279,0.9433,0.5883,13.637,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.35,0.7379,0.7401,0.9446,0.6195,11.67,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.4,0.6515,0.653,0.9455,0.6519,10.132,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.45,0.5752,0.576,0.9467,0.6823,8.912,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.5,0.5004,0.5004,0.9482,0.7137,7.714,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.55,0.4492,0.4492,0.949,0.7353,6.912,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.6,0.401,0.401,0.9511,0.7545,6.143,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.65,0.3398,0.3398,0.9522,0.7778,5.209,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.7,0.2714,0.2714,0.9584,0.8033,4.154,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.75,0.2203,0.2203,0.9633,0.8211,3.374,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.8,0.1404,0.1404,0.9716,0.8469,2.143,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.85,0.059,0.059,0.9768,0.8772,0.901,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.9,0.0079,0.0079,0.9887,0.9108,0.121,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.35,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.05,0.9676,0.9762,0.9236,0.5261,43.242,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.1,0.9402,0.9467,0.924,0.5391,26.56,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.15,0.9136,0.9186,0.9248,0.5512,20.692,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.2,0.8862,0.8884,0.9256,0.5628,17.385,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.25,0.8359,0.838,0.9267,0.5831,15.011,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.3,0.7905,0.7927,0.9283,0.6008,13.385,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.35,0.7322,0.7343,0.9309,0.6227,11.923,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.4,0.6537,0.6551,0.9328,0.6524,10.385,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.45,0.5824,0.5839,0.9341,0.6804,9.11,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.5,0.5025,0.5032,0.9365,0.7134,7.813,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.55,0.4521,0.4528,0.9383,0.7346,6.989,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.6,0.3981,0.3988,0.9399,0.7558,6.132,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.65,0.3391,0.3391,0.9427,0.7782,5.198,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.7,0.275,0.275,0.9489,0.8023,4.22,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.75,0.2217,0.2217,0.9538,0.8212,3.396,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.8,0.1461,0.1461,0.9648,0.8446,2.242,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.85,0.0598,0.0598,0.9721,0.8766,0.912,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.9,0.0086,0.0086,0.9825,0.9113,0.132,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.05,0.9885,0.9914,0.9427,0.5197,47.297,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.1,0.982,0.9849,0.9431,0.5226,28.264,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.15,0.9698,0.9726,0.9437,0.5276,21.352,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.2,0.9525,0.9561,0.9447,0.5338,17.538,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.25,0.91,0.9129,0.946,0.548,15.187,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.3,0.8236,0.8258,0.9453,0.5763,13.198,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.35,0.7149,0.7178,0.9451,0.6146,11.253,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.4,0.6321,0.635,0.9453,0.646,9.868,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.45,0.5587,0.5616,0.9449,0.6753,8.692,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.5,0.4946,0.496,0.9457,0.7016,7.626,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.55,0.4269,0.4276,0.946,0.7297,6.56,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.6,0.3657,0.3657,0.9476,0.7556,5.604,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.65,0.3081,0.3081,0.9487,0.7799,4.714,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.7,0.2534,0.2534,0.9499,0.8025,3.868,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.75,0.1994,0.1994,0.9529,0.8232,3.044,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.8,0.1325,0.1325,0.9596,0.8469,2.022,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.85,0.0554,0.0554,0.9691,0.8771,0.846,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.9,0.0079,0.0079,0.983,0.9096,0.121,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.05,0.9777,0.9813,0.9145,0.5033,45.989,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.1,0.9669,0.9698,0.9148,0.508,27.495,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.15,0.9496,0.9532,0.9163,0.515,20.659,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.2,0.9107,0.915,0.9184,0.5294,16.934,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.25,0.8495,0.8524,0.9208,0.5513,14.527,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.3,0.7703,0.7739,0.9227,0.5795,12.582,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.35,0.6839,0.6875,0.9237,0.6116,10.923,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.4,0.6098,0.612,0.9248,0.6403,9.626,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.45,0.532,0.5342,0.9271,0.6723,8.275,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.5,0.4687,0.4694,0.9278,0.6992,7.231,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.55,0.4132,0.4132,0.9301,0.7227,6.352,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.6,0.3542,0.3542,0.9332,0.7474,5.429,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.65,0.2873,0.2873,0.9387,0.776,4.385,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.7,0.234,0.234,0.9425,0.7983,3.571,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.75,0.1764,0.1764,0.9464,0.8216,2.692,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.8,0.1116,0.1116,0.9557,0.8496,1.703,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.85,0.0511,0.0511,0.9673,0.8791,0.78,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.9,0.0079,0.0079,0.9754,0.9106,0.121,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,1.6,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.05,0.9503,0.964,0.8825,0.4785,47.088,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.1,0.9165,0.9294,0.8858,0.4934,27.703,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.15,0.8891,0.9006,0.8886,0.5048,20.824,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.2,0.8416,0.8503,0.892,0.5232,16.912,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.25,0.7847,0.7927,0.8937,0.5448,14.418,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.3,0.712,0.7192,0.8956,0.5724,12.352,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.35,0.6429,0.6465,0.8997,0.599,10.692,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.4,0.5752,0.5774,0.9,0.6254,9.363,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.45,0.4996,0.4996,0.9047,0.6561,7.967,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.5,0.4341,0.4341,0.9059,0.6834,6.846,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.55,0.3672,0.3672,0.9109,0.712,5.747,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.6,0.3045,0.3045,0.9145,0.7406,4.758,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.65,0.2448,0.2448,0.9176,0.769,3.813,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.7,0.1987,0.1987,0.925,0.7902,3.088,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.75,0.144,0.144,0.9316,0.8142,2.209,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.8,0.0821,0.0821,0.9374,0.8445,1.253,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.85,0.0389,0.0389,0.9513,0.8699,0.593,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.9,0.0022,0.0022,0.9454,0.9104,0.033,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.05,0.9201,0.9381,0.8529,0.4402,44.308,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.1,0.8697,0.8877,0.8564,0.4614,26.022,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.15,0.8243,0.8423,0.8599,0.48,19.648,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.2,0.7682,0.7819,0.863,0.5023,15.978,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.25,0.694,0.7027,0.8686,0.5319,13.264,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.3,0.6242,0.6307,0.8724,0.5605,11.132,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.35,0.5565,0.5601,0.8782,0.5896,9.549,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.4,0.4917,0.4946,0.8819,0.6179,8.176,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.45,0.4197,0.4219,0.8864,0.6517,6.857,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.5,0.3679,0.3693,0.8899,0.6766,5.967,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.55,0.3089,0.3096,0.8931,0.7056,4.956,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.6,0.2505,0.2505,0.8972,0.7363,3.967,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.65,0.1994,0.1994,0.9032,0.7649,3.143,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.7,0.1584,0.1584,0.9113,0.7886,2.473,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.75,0.1188,0.1188,0.9183,0.81,1.835,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.8,0.0641,0.0641,0.9312,0.8379,0.989,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.85,0.0223,0.0223,0.9396,0.8701,0.341,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.9,0.0014,0.0014,0.947,0.9077,0.022,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.05,0.8524,0.8783,0.8346,0.4026,39.747,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.1,0.7898,0.8114,0.8416,0.4285,23.505,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.15,0.7199,0.7394,0.8458,0.4577,17.066,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.2,0.6494,0.6631,0.8523,0.4884,13.495,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.25,0.5824,0.5925,0.8572,0.5186,11.11,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.3,0.5148,0.5227,0.861,0.5507,9.253,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.35,0.4622,0.4665,0.8643,0.5764,7.813,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.4,0.3974,0.4017,0.8734,0.6093,6.571,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.45,0.3391,0.342,0.8766,0.6412,5.505,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.5,0.2916,0.2923,0.8797,0.6685,4.67,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.55,0.2397,0.2405,0.8848,0.6998,3.835,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.6,0.1987,0.1994,0.8874,0.726,3.165,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.65,0.1577,0.1577,0.8962,0.7531,2.495,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.7,0.1181,0.1181,0.9072,0.7801,1.846,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.75,0.0806,0.0806,0.9147,0.8058,1.253,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.8,0.0446,0.0446,0.924,0.8324,0.703,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.85,0.0115,0.0115,0.9309,0.869,0.176,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.9,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,0.95,0.0,0.0,0.0,0.0,0.0,1389
Basketball,person,person,background_clutter,hard,brightness,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1389
Biker,person,person,occlusion,medium,motion_blur,0,0.05,1.0,1.0,1.0,0.618,5.167,31
Biker,person,person,occlusion,medium,motion_blur,0,0.1,1.0,1.0,1.0,0.618,3.278,31
Biker,person,person,occlusion,medium,motion_blur,0,0.15,1.0,1.0,1.0,0.618,2.278,31
Biker,person,person,occlusion,medium,motion_blur,0,0.2,1.0,1.0,1.0,0.618,1.889,31
Biker,person,person,occlusion,medium,motion_blur,0,0.25,1.0,1.0,1.0,0.618,1.722,31
Biker,person,person,occlusion,medium,motion_blur,0,0.3,0.9032,0.9032,1.0,0.6552,1.556,31
Biker,person,person,occlusion,medium,motion_blur,0,0.35,0.7742,0.7742,1.0,0.7098,1.333,31
Biker,person,person,occlusion,medium,motion_blur,0,0.4,0.7097,0.7097,1.0,0.7414,1.222,31
Biker,person,person,occlusion,medium,motion_blur,0,0.45,0.6452,0.6452,1.0,0.7723,1.111,31
Biker,person,person,occlusion,medium,motion_blur,0,0.5,0.6129,0.6129,1.0,0.789,1.056,31
Biker,person,person,occlusion,medium,motion_blur,0,0.55,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,motion_blur,0,0.6,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,motion_blur,0,0.65,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,motion_blur,0,0.7,0.5161,0.5161,1.0,0.8192,0.889,31
Biker,person,person,occlusion,medium,motion_blur,0,0.75,0.4839,0.4839,1.0,0.8244,0.833,31
Biker,person,person,occlusion,medium,motion_blur,0,0.8,0.3871,0.3871,1.0,0.833,0.667,31
Biker,person,person,occlusion,medium,motion_blur,0,0.85,0.0323,0.0323,1.0,0.8782,0.056,31
Biker,person,person,occlusion,medium,motion_blur,0,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,0,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,0,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,3,0.05,1.0,1.0,0.9345,0.5987,4.389,31
Biker,person,person,occlusion,medium,motion_blur,3,0.1,1.0,1.0,0.9345,0.5987,3.389,31
Biker,person,person,occlusion,medium,motion_blur,3,0.15,0.9032,0.9677,0.9365,0.6499,2.667,31
Biker,person,person,occlusion,medium,motion_blur,3,0.2,0.8065,0.9032,0.9395,0.7069,1.833,31
Biker,person,person,occlusion,medium,motion_blur,3,0.25,0.7742,0.8065,0.9392,0.7264,1.611,31
Biker,person,person,occlusion,medium,motion_blur,3,0.3,0.7097,0.7097,0.9452,0.768,1.222,31
Biker,person,person,occlusion,medium,motion_blur,3,0.35,0.6774,0.6774,0.9494,0.7902,1.167,31
Biker,person,person,occlusion,medium,motion_blur,3,0.4,0.6452,0.6452,0.959,0.8119,1.111,31
Biker,person,person,occlusion,medium,motion_blur,3,0.45,0.6452,0.6452,0.959,0.8119,1.111,31
Biker,person,person,occlusion,medium,motion_blur,3,0.5,0.6452,0.6452,0.959,0.8119,1.111,31
Biker,person,person,occlusion,medium,motion_blur,3,0.55,0.6129,0.6129,0.9613,0.8258,1.056,31
Biker,person,person,occlusion,medium,motion_blur,3,0.6,0.6129,0.6129,0.9613,0.8258,1.056,31
