sequence,object_type,object_category,primary_challenge,difficulty,condition,severity,conf_thr,retention,retention_anyclass,mean_iou,mean_conf,det_per_frame,ref_objects
Biker,person,person,occlusion,medium,motion_blur,3,0.65,0.6129,0.6129,0.9613,0.8258,1.056,31
Biker,person,person,occlusion,medium,motion_blur,3,0.7,0.5806,0.5806,0.9611,0.8335,1.0,31
Biker,person,person,occlusion,medium,motion_blur,3,0.75,0.5806,0.5806,0.9611,0.8335,1.0,31
Biker,person,person,occlusion,medium,motion_blur,3,0.8,0.5161,0.5161,0.9658,0.8401,0.889,31
Biker,person,person,occlusion,medium,motion_blur,3,0.85,0.1935,0.1935,0.9806,0.8657,0.333,31
Biker,person,person,occlusion,medium,motion_blur,3,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,3,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,3,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,7,0.05,0.6452,0.9677,0.8896,0.7572,5.056,31
Biker,person,person,occlusion,medium,motion_blur,7,0.1,0.6129,0.9355,0.8904,0.7935,2.944,31
Biker,person,person,occlusion,medium,motion_blur,7,0.15,0.6129,0.8065,0.8904,0.7935,2.111,31
Biker,person,person,occlusion,medium,motion_blur,7,0.2,0.6129,0.7742,0.8904,0.7935,1.778,31
Biker,person,person,occlusion,medium,motion_blur,7,0.25,0.6129,0.6452,0.8904,0.7935,1.278,31
Biker,person,person,occlusion,medium,motion_blur,7,0.3,0.6129,0.6452,0.8904,0.7935,1.222,31
Biker,person,person,occlusion,medium,motion_blur,7,0.35,0.6129,0.6452,0.8904,0.7935,1.222,31
Biker,person,person,occlusion,medium,motion_blur,7,0.4,0.6129,0.6129,0.8904,0.7935,1.167,31
Biker,person,person,occlusion,medium,motion_blur,7,0.45,0.6129,0.6129,0.8904,0.7935,1.111,31
Biker,person,person,occlusion,medium,motion_blur,7,0.5,0.6129,0.6129,0.8904,0.7935,1.056,31
Biker,person,person,occlusion,medium,motion_blur,7,0.55,0.5806,0.5806,0.8922,0.8074,1.0,31
Biker,person,person,occlusion,medium,motion_blur,7,0.6,0.5806,0.5806,0.8922,0.8074,1.0,31
Biker,person,person,occlusion,medium,motion_blur,7,0.65,0.5484,0.5484,0.8894,0.8168,0.944,31
Biker,person,person,occlusion,medium,motion_blur,7,0.7,0.5484,0.5484,0.8894,0.8168,0.944,31
Biker,person,person,occlusion,medium,motion_blur,7,0.75,0.5161,0.5161,0.9059,0.8226,0.889,31
Biker,person,person,occlusion,medium,motion_blur,7,0.8,0.3871,0.3871,0.9164,0.8383,0.667,31
Biker,person,person,occlusion,medium,motion_blur,7,0.85,0.1935,0.1935,0.9219,0.8596,0.333,31
Biker,person,person,occlusion,medium,motion_blur,7,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,7,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,7,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,11,0.05,0.6129,0.9355,0.8222,0.7247,5.278,31
Biker,person,person,occlusion,medium,motion_blur,11,0.1,0.6129,0.8065,0.8222,0.7247,2.778,31
Biker,person,person,occlusion,medium,motion_blur,11,0.15,0.6129,0.6774,0.8222,0.7247,1.833,31
Biker,person,person,occlusion,medium,motion_blur,11,0.2,0.6129,0.6774,0.8222,0.7247,1.667,31
Biker,person,person,occlusion,medium,motion_blur,11,0.25,0.6129,0.6774,0.8222,0.7247,1.556,31
Biker,person,person,occlusion,medium,motion_blur,11,0.3,0.6129,0.6452,0.8222,0.7247,1.5,31
Biker,person,person,occlusion,medium,motion_blur,11,0.35,0.6129,0.6452,0.8222,0.7247,1.389,31
Biker,person,person,occlusion,medium,motion_blur,11,0.4,0.6129,0.6452,0.8222,0.7247,1.333,31
Biker,person,person,occlusion,medium,motion_blur,11,0.45,0.5806,0.5806,0.8181,0.7402,1.167,31
Biker,person,person,occlusion,medium,motion_blur,11,0.5,0.5806,0.5806,0.8181,0.7402,1.111,31
Biker,person,person,occlusion,medium,motion_blur,11,0.55,0.5161,0.5161,0.8349,0.7695,0.889,31
Biker,person,person,occlusion,medium,motion_blur,11,0.6,0.4839,0.4839,0.8483,0.7815,0.833,31
Biker,person,person,occlusion,medium,motion_blur,11,0.65,0.4839,0.4839,0.8483,0.7815,0.833,31
Biker,person,person,occlusion,medium,motion_blur,11,0.7,0.4194,0.4194,0.8634,0.795,0.722,31
Biker,person,person,occlusion,medium,motion_blur,11,0.75,0.2903,0.2903,0.8797,0.8261,0.5,31
Biker,person,person,occlusion,medium,motion_blur,11,0.8,0.2258,0.2258,0.8833,0.8397,0.389,31
Biker,person,person,occlusion,medium,motion_blur,11,0.85,0.0968,0.0968,0.9028,0.857,0.167,31
Biker,person,person,occlusion,medium,motion_blur,11,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,11,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,11,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,15,0.05,0.6452,0.9355,0.7511,0.5568,6.556,31
Biker,person,person,occlusion,medium,motion_blur,15,0.1,0.5806,0.871,0.7702,0.6118,3.833,31
Biker,person,person,occlusion,medium,motion_blur,15,0.15,0.5484,0.8065,0.7831,0.6396,2.722,31
Biker,person,person,occlusion,medium,motion_blur,15,0.2,0.5484,0.7742,0.7831,0.6396,2.389,31
Biker,person,person,occlusion,medium,motion_blur,15,0.25,0.5484,0.7419,0.7831,0.6396,2.056,31
Biker,person,person,occlusion,medium,motion_blur,15,0.3,0.5484,0.6452,0.7831,0.6396,1.833,31
Biker,person,person,occlusion,medium,motion_blur,15,0.35,0.5484,0.6452,0.7831,0.6396,1.611,31
Biker,person,person,occlusion,medium,motion_blur,15,0.4,0.4839,0.4839,0.7632,0.673,1.333,31
Biker,person,person,occlusion,medium,motion_blur,15,0.45,0.4839,0.4839,0.7632,0.673,1.278,31
Biker,person,person,occlusion,medium,motion_blur,15,0.5,0.4516,0.4516,0.7744,0.6884,1.167,31
Biker,person,person,occlusion,medium,motion_blur,15,0.55,0.3871,0.3871,0.7997,0.714,1.0,31
Biker,person,person,occlusion,medium,motion_blur,15,0.6,0.3548,0.3548,0.7974,0.7261,0.889,31
Biker,person,person,occlusion,medium,motion_blur,15,0.65,0.2903,0.2903,0.7884,0.7502,0.778,31
Biker,person,person,occlusion,medium,motion_blur,15,0.7,0.2258,0.2258,0.7764,0.7735,0.611,31
Biker,person,person,occlusion,medium,motion_blur,15,0.75,0.1935,0.1935,0.7756,0.778,0.389,31
Biker,person,person,occlusion,medium,motion_blur,15,0.8,0.0645,0.0645,0.8924,0.8114,0.167,31
Biker,person,person,occlusion,medium,motion_blur,15,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,15,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,15,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,15,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,19,0.05,0.5806,0.8387,0.7159,0.4261,5.889,31
Biker,person,person,occlusion,medium,motion_blur,19,0.1,0.5161,0.7097,0.6969,0.469,3.444,31
Biker,person,person,occlusion,medium,motion_blur,19,0.15,0.4516,0.6129,0.7052,0.5167,2.389,31
Biker,person,person,occlusion,medium,motion_blur,19,0.2,0.4194,0.5161,0.7196,0.5429,1.778,31
Biker,person,person,occlusion,medium,motion_blur,19,0.25,0.4194,0.4194,0.7196,0.5429,1.556,31
Biker,person,person,occlusion,medium,motion_blur,19,0.3,0.3871,0.3871,0.7338,0.5669,1.5,31
Biker,person,person,occlusion,medium,motion_blur,19,0.35,0.3548,0.3548,0.7343,0.588,1.333,31
Biker,person,person,occlusion,medium,motion_blur,19,0.4,0.3548,0.3548,0.7343,0.588,1.111,31
Biker,person,person,occlusion,medium,motion_blur,19,0.45,0.3226,0.3226,0.7302,0.6034,1.056,31
Biker,person,person,occlusion,medium,motion_blur,19,0.5,0.2258,0.2258,0.7473,0.6581,0.833,31
Biker,person,person,occlusion,medium,motion_blur,19,0.55,0.2258,0.2258,0.7473,0.6581,0.778,31
Biker,person,person,occlusion,medium,motion_blur,19,0.6,0.129,0.129,0.77,0.7247,0.556,31
Biker,person,person,occlusion,medium,motion_blur,19,0.65,0.129,0.129,0.77,0.7247,0.556,31
Biker,person,person,occlusion,medium,motion_blur,19,0.7,0.0968,0.0968,0.8303,0.7408,0.389,31
Biker,person,person,occlusion,medium,motion_blur,19,0.75,0.0323,0.0323,0.8232,0.7625,0.111,31
Biker,person,person,occlusion,medium,motion_blur,19,0.8,0.0,0.0,0.0,0.0,0.056,31
Biker,person,person,occlusion,medium,motion_blur,19,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,19,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,19,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,19,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,25,0.05,0.4839,0.7097,0.7076,0.4074,4.778,31
Biker,person,person,occlusion,medium,motion_blur,25,0.1,0.4516,0.5161,0.7212,0.4298,2.722,31
Biker,person,person,occlusion,medium,motion_blur,25,0.15,0.3871,0.4194,0.7136,0.4813,2.056,31
Biker,person,person,occlusion,medium,motion_blur,25,0.2,0.3226,0.3548,0.7197,0.5436,1.5,31
Biker,person,person,occlusion,medium,motion_blur,25,0.25,0.3226,0.3548,0.7197,0.5436,1.389,31
Biker,person,person,occlusion,medium,motion_blur,25,0.3,0.2903,0.2903,0.7401,0.5747,1.167,31
Biker,person,person,occlusion,medium,motion_blur,25,0.35,0.2903,0.2903,0.7401,0.5747,1.0,31
Biker,person,person,occlusion,medium,motion_blur,25,0.4,0.2581,0.2581,0.7588,0.6004,0.889,31
Biker,person,person,occlusion,medium,motion_blur,25,0.45,0.2258,0.2258,0.7516,0.6255,0.778,31
Biker,person,person,occlusion,medium,motion_blur,25,0.5,0.1935,0.1935,0.739,0.6538,0.722,31
Biker,person,person,occlusion,medium,motion_blur,25,0.55,0.1935,0.1935,0.739,0.6538,0.667,31
Biker,person,person,occlusion,medium,motion_blur,25,0.6,0.129,0.129,0.76,0.6912,0.556,31
Biker,person,person,occlusion,medium,motion_blur,25,0.65,0.0968,0.0968,0.7476,0.7106,0.389,31
Biker,person,person,occlusion,medium,motion_blur,25,0.7,0.0323,0.0323,0.8505,0.7823,0.167,31
Biker,person,person,occlusion,medium,motion_blur,25,0.75,0.0323,0.0323,0.8505,0.7823,0.167,31
Biker,person,person,occlusion,medium,motion_blur,25,0.8,0.0,0.0,0.0,0.0,0.056,31
Biker,person,person,occlusion,medium,motion_blur,25,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,25,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,25,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,25,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,31,0.05,0.4516,0.5161,0.6868,0.3246,4.556,31
Biker,person,person,occlusion,medium,motion_blur,31,0.1,0.3548,0.3548,0.693,0.3909,2.056,31
Biker,person,person,occlusion,medium,motion_blur,31,0.15,0.3226,0.3226,0.6839,0.4165,1.5,31
Biker,person,person,occlusion,medium,motion_blur,31,0.2,0.2903,0.2903,0.679,0.4447,1.222,31
Biker,person,person,occlusion,medium,motion_blur,31,0.25,0.2258,0.2258,0.6912,0.5054,0.944,31
Biker,person,person,occlusion,medium,motion_blur,31,0.3,0.2258,0.2258,0.6912,0.5054,0.833,31
Biker,person,person,occlusion,medium,motion_blur,31,0.35,0.1935,0.1935,0.7127,0.5366,0.722,31
Biker,person,person,occlusion,medium,motion_blur,31,0.4,0.129,0.129,0.7635,0.6209,0.556,31
Biker,person,person,occlusion,medium,motion_blur,31,0.45,0.129,0.129,0.7635,0.6209,0.556,31
Biker,person,person,occlusion,medium,motion_blur,31,0.5,0.0968,0.0968,0.7485,0.6774,0.444,31
Biker,person,person,occlusion,medium,motion_blur,31,0.55,0.0968,0.0968,0.7485,0.6774,0.444,31
Biker,person,person,occlusion,medium,motion_blur,31,0.6,0.0645,0.0645,0.7334,0.7201,0.333,31
Biker,person,person,occlusion,medium,motion_blur,31,0.65,0.0645,0.0645,0.7334,0.7201,0.278,31
Biker,person,person,occlusion,medium,motion_blur,31,0.7,0.0323,0.0323,0.7206,0.7546,0.167,31
Biker,person,person,occlusion,medium,motion_blur,31,0.75,0.0323,0.0323,0.7206,0.7546,0.111,31
Biker,person,person,occlusion,medium,motion_blur,31,0.8,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,31,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,31,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,31,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,motion_blur,31,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.05,1.0,1.0,1.0,0.618,5.167,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.1,1.0,1.0,1.0,0.618,3.278,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.15,1.0,1.0,1.0,0.618,2.278,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.2,1.0,1.0,1.0,0.618,1.889,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.25,1.0,1.0,1.0,0.618,1.722,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.3,0.9032,0.9032,1.0,0.6552,1.556,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.35,0.7742,0.7742,1.0,0.7098,1.333,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.4,0.7097,0.7097,1.0,0.7414,1.222,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.45,0.6452,0.6452,1.0,0.7723,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.5,0.6129,0.6129,1.0,0.789,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.55,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.6,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.65,0.5806,0.5806,1.0,0.8041,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.7,0.5161,0.5161,1.0,0.8192,0.889,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.75,0.4839,0.4839,1.0,0.8244,0.833,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.8,0.3871,0.3871,1.0,0.833,0.667,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.85,0.0323,0.0323,1.0,0.8782,0.056,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,0,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.05,0.9677,1.0,0.9378,0.5893,4.056,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.1,0.9032,1.0,0.9431,0.6266,2.944,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.15,0.7742,0.9677,0.945,0.7119,2.333,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.2,0.7097,0.8387,0.9497,0.7621,1.667,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.25,0.7097,0.7419,0.9497,0.7621,1.333,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.3,0.6452,0.6774,0.9612,0.8097,1.167,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.35,0.6452,0.6452,0.9612,0.8097,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.4,0.6452,0.6452,0.9612,0.8097,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.45,0.6452,0.6452,0.9612,0.8097,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.5,0.6452,0.6452,0.9612,0.8097,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.55,0.6129,0.6129,0.9599,0.8244,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.6,0.6129,0.6129,0.9599,0.8244,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.65,0.5806,0.5806,0.9622,0.8342,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.7,0.5806,0.5806,0.9622,0.8342,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.75,0.5806,0.5806,0.9622,0.8342,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.8,0.4839,0.4839,0.9644,0.8431,0.833,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.85,0.2903,0.2903,0.9685,0.8588,0.5,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,1,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.05,0.6774,0.9355,0.9051,0.7358,5.389,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.1,0.6774,0.871,0.9051,0.7358,2.944,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.15,0.6452,0.6774,0.9079,0.7674,1.778,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.2,0.6452,0.6452,0.9079,0.7674,1.444,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.25,0.6452,0.6452,0.9079,0.7674,1.389,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.3,0.6452,0.6452,0.9079,0.7674,1.167,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.35,0.6452,0.6452,0.9079,0.7674,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.4,0.6452,0.6452,0.9079,0.7674,1.111,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.45,0.6129,0.6129,0.9122,0.7867,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.5,0.6129,0.6129,0.9122,0.7867,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.55,0.6129,0.6129,0.9122,0.7867,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.6,0.6129,0.6129,0.9122,0.7867,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.65,0.6129,0.6129,0.9122,0.7867,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.7,0.4839,0.4839,0.9168,0.8163,0.833,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.75,0.4516,0.4516,0.9165,0.8223,0.778,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.8,0.3548,0.3548,0.9236,0.8387,0.611,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.85,0.0968,0.0968,0.902,0.8593,0.167,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,2,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,2,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.05,0.6452,0.9032,0.8637,0.7244,3.222,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.1,0.6452,0.871,0.8637,0.7244,2.222,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.15,0.6452,0.7742,0.8637,0.7244,1.722,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.2,0.6129,0.6129,0.8725,0.7525,1.167,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.25,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.3,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.35,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.4,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.45,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.5,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.55,0.6129,0.6129,0.8725,0.7525,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.6,0.5484,0.5484,0.8719,0.7738,0.944,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.65,0.5484,0.5484,0.8719,0.7738,0.944,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.7,0.4516,0.4516,0.8726,0.7937,0.778,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.75,0.3871,0.3871,0.876,0.8035,0.667,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.8,0.2258,0.2258,0.8621,0.8248,0.389,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,3,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,3,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.05,0.5161,0.5484,0.7279,0.5886,3.5,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.1,0.5161,0.5484,0.7279,0.5886,2.167,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.15,0.5161,0.5484,0.7279,0.5886,1.722,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.2,0.5161,0.5484,0.7279,0.5886,1.556,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.25,0.4839,0.5161,0.7401,0.6128,1.444,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.3,0.4839,0.5161,0.7401,0.6128,1.333,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.35,0.4516,0.4839,0.7476,0.6335,1.222,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.4,0.3871,0.4194,0.7803,0.6757,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.45,0.3871,0.4194,0.7803,0.6757,1.056,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.5,0.3548,0.3871,0.795,0.694,1.0,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.55,0.2581,0.2903,0.8006,0.7596,0.833,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.6,0.2581,0.2903,0.8006,0.7596,0.722,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.65,0.2581,0.2581,0.8006,0.7596,0.556,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.7,0.1935,0.1935,0.7871,0.7898,0.444,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.75,0.129,0.129,0.7828,0.8226,0.278,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.8,0.129,0.129,0.7828,0.8226,0.222,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,5,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,5,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.05,0.3226,0.3871,0.6914,0.5305,3.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.1,0.2903,0.3226,0.6902,0.5792,1.833,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.15,0.2903,0.2903,0.6902,0.5792,1.444,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.2,0.2903,0.2903,0.6902,0.5792,1.278,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.25,0.2258,0.2258,0.7022,0.6857,0.889,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.3,0.2258,0.2258,0.7022,0.6857,0.722,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.35,0.2258,0.2258,0.7022,0.6857,0.722,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.4,0.2258,0.2258,0.7022,0.6857,0.722,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.45,0.2258,0.2258,0.7022,0.6857,0.667,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.5,0.1935,0.1935,0.7303,0.718,0.556,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.55,0.1935,0.1935,0.7303,0.718,0.556,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.6,0.1935,0.1935,0.7303,0.718,0.5,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.65,0.1613,0.1613,0.7291,0.7356,0.333,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.7,0.0968,0.0968,0.7256,0.7829,0.167,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.75,0.0968,0.0968,0.7256,0.7829,0.167,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.8,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.85,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.9,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,0.95,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,7,1.0,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.05,0.129,0.1613,0.6375,0.1477,2.444,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.1,0.0968,0.0968,0.6393,0.1667,0.944,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.15,0.0645,0.0645,0.6408,0.1783,0.111,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.2,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.25,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.3,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.35,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.4,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.45,0.0,0.0,0.0,0.0,0.0,31
Biker,person,person,occlusion,medium,gaussian_blur,9,0.5,0.0,0.0,0.0,0.0,0.0,31
