frame,time_s,mean_luma,median_luma,p5_luma,p95_luma,rms_contrast,clip_low_pct,clip_high_pct,exposure_index,classification
568,47.3333,29.83,27.2166,12.5026,49.361,12.775,0.0515,0.0,0.2528,very dark
570,47.5,29.8414,27.2166,12.4842,49.361,12.7666,0.0503,0.0,0.2529,very dark
572,47.6667,29.8429,27.2166,12.4842,49.361,12.7662,0.0497,0.0,0.2529,very dark
574,47.8333,29.8438,27.2166,12.4842,49.361,12.7584,0.0485,0.0,0.2529,very dark
576,48.0,29.8539,27.2166,12.6194,49.361,12.7682,0.0564,0.0,0.253,very dark
578,48.1667,29.8433,27.2166,12.6194,49.361,12.7716,0.0431,0.0,0.2529,very dark
580,48.3333,29.8424,27.2166,12.6194,49.361,12.7625,0.041,0.0,0.2529,very dark
582,48.5,29.8414,27.2166,12.6194,49.361,12.7599,0.044,0.0,0.2529,very dark
584,48.6667,29.8397,27.2166,12.6194,49.361,12.759,0.0437,0.0,0.2529,very dark
586,48.8333,29.8444,27.1914,12.6286,49.361,12.7537,0.0428,0.0,0.2529,very dark
588,49.0,29.8453,27.2166,12.4842,49.361,12.7765,0.0546,0.0,0.2529,very dark
590,49.1667,29.8341,27.2166,12.4842,49.361,12.7772,0.0428,0.0,0.2528,very dark
592,49.3333,29.8386,27.2166,12.4842,49.361,12.7778,0.0425,0.0,0.2529,very dark
594,49.5,29.8568,27.2166,12.4842,49.361,12.7681,0.0329,0.0,0.253,very dark
