frame,time_s,mean_luma,median_luma,p5_luma,p95_luma,rms_contrast,clip_low_pct,clip_high_pct,exposure_index,classification
546,45.5,104.7456,96.8382,48.2182,172.7248,42.9486,0.0,0.0,0.8877,well-exposed
548,45.6667,105.1895,97.7872,48.2904,172.9232,43.0755,0.0,0.0,0.8914,well-exposed
550,45.8333,105.2514,97.707,48.6066,172.7248,42.8408,0.0,0.0,0.892,well-exposed
552,46.0,105.8286,98.2486,49.2914,172.7248,42.7528,0.0,0.0,0.8969,well-exposed
554,46.1667,106.5057,99.4228,48.9814,173.0778,42.7764,0.0,0.0,0.9026,well-exposed
556,46.3333,106.6848,98.9862,49.2822,173.0778,42.7525,0.0,0.0,0.9041,well-exposed
558,46.5,106.6738,98.7156,48.8622,173.0778,42.9297,0.0,0.0,0.904,well-exposed
560,46.6667,106.7241,98.3506,48.7678,173.0778,42.992,0.0,0.0,0.9044,well-exposed
562,46.8333,106.8105,98.4334,48.837,173.1002,42.9796,0.0,0.0,0.9052,well-exposed
564,47.0,106.8526,98.6687,48.7258,173.5804,42.9963,0.0,0.0,0.9055,well-exposed
566,47.1667,106.9191,98.7018,48.6548,173.5804,42.9919,0.0,0.0,0.9061,well-exposed
568,47.3333,106.8973,98.7844,48.5082,173.5804,43.0066,0.0,0.0,0.9059,well-exposed
570,47.5,106.8765,98.8311,48.6453,173.5804,43.0034,0.0,0.0,0.9057,well-exposed
572,47.6667,106.9511,98.7033,48.9356,173.5804,42.9594,0.0,0.0,0.9064,well-exposed
574,47.8333,106.9661,98.8462,49.1378,173.5804,42.9577,0.0,0.0,0.9065,well-exposed
576,48.0,106.9121,98.7024,48.9998,173.5804,42.9744,0.0,0.0,0.906,well-exposed
578,48.1667,106.9487,98.6434,49.1888,173.5804,42.9826,0.0,0.0,0.9063,well-exposed
580,48.3333,106.9392,98.7018,49.1378,173.5804,42.976,0.0,0.0,0.9063,well-exposed
582,48.5,106.9023,98.6972,49.1258,173.5804,42.967,0.0,0.0,0.906,well-exposed
584,48.6667,106.9056,98.7988,49.1888,173.5804,42.985,0.0,0.0,0.906,well-exposed
586,48.8333,106.9384,98.9159,49.0474,173.5804,42.9827,0.0,0.0,0.9063,well-exposed
588,49.0,106.8748,98.7884,48.916,173.5804,43.008,0.0,0.0,0.9057,well-exposed
590,49.1667,106.9099,98.6348,48.9814,173.5804,42.9921,0.0,0.0,0.906,well-exposed
592,49.3333,106.9098,98.7454,48.8032,173.5804,43.0162,0.0,0.0,0.906,well-exposed
594,49.5,106.979,98.954,48.837,173.5804,42.993,0.0,0.0,0.9066,well-exposed
