axis,level,retention,mean_conf,mean_iou,det_per_frame
blur,0,1.0,0.673220103886461,1.0,0.595679012345679
blur,9,0.5803108808290155,0.7246491680187839,0.9110274910926819,0.4506172839506173
blur,17,0.37305699481865284,0.6102227696941959,0.8505746126174927,0.5802469135802469
blur,25,0.13471502590673576,0.6232281590883548,0.8640315532684326,0.41975308641975306
light,0.3,0.8031088082901554,0.6964333297744874,0.9439184665679932,0.5030864197530864
light,0.6,0.9326424870466321,0.6903815406892034,0.9730153679847717,0.5833333333333334
light,1.0,1.0,0.673220103886461,1.0,0.595679012345679
light,1.8,0.844559585492228,0.7149515393321499,0.8878198266029358,0.5709876543209876
